Transaction_ID,Customer_ID,Transaction_Type,Source_Country,Destination_Country,Source_City,Destination_City,Source_Currency,Destination_Currency,Exchange_Rate,Transaction_Amount,Converted_Amount,Fee_Charged,Tax_Applied,Total_Deduction,Sharia_Compliant,Contract_Type,Transaction_Date,Transaction_Time,Processing_Time_Seconds,Fraud_Flag,AML_Flag,Risk_Score,Channel,Device_Type
TXN014400,CUST4535,Remittance,Pakistan,Saudi Arabia,Lahore,Jeddah,PKR,SAR,267.25,2887.66,771727.14,51.56,24.7,76.26,Yes,Murabaha,2024-08-20,01:40:06.531527,35.5,0,0,14,Mobile App,ATM
TXN014401,CUST5199,Remittance,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,437.58,32818.5,5.56,4.32,9.879999999999999,Yes,Ijara,2024-04-11,18:16:00.955826,50.19,0,0,2,Branch,Desktop
TXN014402,CUST6647,SWIFT,UAE,Pakistan,Dubai,Karachi,AED,PKR,75.0,3816.6,286245.0,80.88,66.53,147.41,Yes,None,2024-07-14,11:24:48.175149,48.39,0,0,19,Mobile App,Desktop
TXN014403,CUST1818,Remittance,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,485.14,36385.5,13.34,2.73,16.07,Yes,Salam,2026-02-11,11:49:47.521652,23.83,0,0,2,Mobile App,Desktop
TXN014404,CUST3071,Trade Finance,Kuwait,UAE,Kuwait City,Dubai,KWD,AED,205.55,5320.09,1093544.5,75.72,42.12,117.84,Yes,Murabaha,2024-06-27,15:21:02.401695,76.87,0,0,26,Mobile App,ATM
TXN014405,CUST3839,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,3400.66,251648.84,66.07,31.61,97.67999999999999,Yes,Salam,2024-12-04,13:28:19.354686,29.57,0,0,17,Mobile App,Mobile
TXN014406,CUST3401,SWIFT,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,1160.6,85884.4,19.7,14.64,34.34,Yes,Salam,2025-06-24,13:39:17.695275,114.06,0,0,5,Online Portal,Mobile
TXN014407,CUST2552,Trade Finance,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,2998.77,224907.75,38.99,20.12,59.11,Yes,None,2026-01-04,04:52:18.822767,106.47,0,0,14,Branch,Mobile
TXN014408,CUST8477,Online Transfer,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,3390.15,254261.25,40.88,31.46,72.34,Yes,None,2024-05-26,00:05:05.028467,76.27,0,0,16,Branch,Mobile
TXN014409,CUST7969,Online Transfer,Pakistan,Pakistan,Islamabad,Islamabad,PKR,PKR,1.0,1512.04,1512.04,40.52,8.71,49.230000000000004,Yes,Murabaha,2025-05-19,12:41:08.188794,29.83,0,0,7,ATM,ATM
TXN014410,CUST8052,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,4979.38,368474.12,53.89,83.35,137.24,Yes,Salam,2024-10-10,05:02:29.510345,101.45,0,0,24,Branch,ATM
TXN014411,CUST9119,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,1193.57,88324.18,28.65,14.22,42.87,Yes,Salam,2025-02-27,08:15:08.472187,20.85,0,0,5,Mobile App,Desktop
TXN014412,CUST7168,SWIFT,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,3517.4,263805.0,49.43,20.64,70.07,Yes,None,2025-11-30,17:56:24.006968,14.25,0,0,17,Mobile App,ATM
TXN014413,CUST7714,SWIFT,UK,USA,Manchester,New York,GBP,USD,275.71,201.67,55602.44,5.89,1.13,7.02,Yes,Ijara,2025-09-25,12:40:15.605572,93.1,0,0,1,Branch,Mobile
TXN014414,CUST3106,SWIFT,UAE,Kuwait,Abu Dhabi,Kuwait City,AED,KWD,137.73,3403.46,468758.55,89.01,63.31,152.32,Yes,Ijara,2025-07-19,08:32:18.255822,21.63,0,0,17,ATM,ATM
TXN014415,CUST3137,Trade Finance,UAE,Pakistan,Dubai,Karachi,AED,PKR,75.0,3689.97,276747.75,54.0,40.22,94.22,Yes,None,2025-08-21,12:55:32.542036,67.47,0,0,18,Branch,ATM
TXN014416,CUST5070,Trade Finance,Qatar,UAE,Doha,Dubai,QAR,AED,251.91,1404.13,353714.39,40.25,25.81,66.06,Yes,Salam,2025-09-01,12:16:11.853000,33.73,0,0,7,ATM,ATM
TXN014417,CUST5680,Online Transfer,Saudi Arabia,Saudi Arabia,Riyadh,Jeddah,SAR,SAR,1.0,8168.11,8168.11,147.59,101.08,248.67000000000002,Yes,Salam,2025-11-27,11:32:30.315551,40.01,0,0,40,Branch,Mobile
TXN014418,CUST9835,Remittance,UAE,Pakistan,Dubai,Karachi,AED,PKR,75.0,2896.19,217214.25,83.99,44.9,128.89,Yes,None,2025-12-12,20:06:26.561110,47.88,0,0,14,Branch,ATM
TXN014419,CUST5883,Trade Finance,UAE,Qatar,Dubai,Doha,AED,QAR,238.41,2500.94,596249.11,36.44,21.38,57.81999999999999,Yes,Salam,2025-12-05,18:00:21.017208,59.04,0,0,12,Online Portal,Desktop
TXN014420,CUST1792,Trade Finance,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,1204.97,90372.75,25.65,14.01,39.66,Yes,Murabaha,2025-08-15,18:32:34.415246,82.95,0,0,6,Branch,ATM
TXN014421,CUST6045,Trade Finance,Qatar,Saudi Arabia,Doha,Jeddah,QAR,SAR,172.82,1159.86,200447.01,21.75,8.3,30.05,Yes,Murabaha,2025-03-10,18:05:41.119205,81.58,0,0,5,Branch,ATM
TXN014422,CUST2372,Online Transfer,Qatar,USA,Doha,Chicago,QAR,USD,169.2,2544.76,430573.39,39.61,30.3,69.91,Yes,Salam,2024-06-16,13:52:50.873688,116.26,0,0,12,Online Portal,Desktop
TXN014423,CUST7523,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,2675.95,198020.3,54.88,36.98,91.86,Yes,Ijara,2025-05-27,07:30:27.794818,8.77,0,0,13,Mobile App,Desktop
TXN014424,CUST4981,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,1985.31,146912.94,31.27,18.25,49.519999999999996,Yes,None,2025-09-26,16:50:05.810360,55.96,0,0,9,Online Portal,ATM
TXN014425,CUST5763,SWIFT,Pakistan,UAE,Karachi,Abu Dhabi,PKR,AED,126.85,286.95,36399.61,5.58,2.7,8.280000000000001,Yes,Murabaha,2024-07-03,04:21:32.672404,43.22,0,0,1,ATM,Desktop
TXN014426,CUST7092,SWIFT,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,242.88,17973.12,5.35,3.64,8.99,Yes,Ijara,2024-08-09,01:20:01.457336,42.96,0,0,1,Mobile App,Mobile
TXN014427,CUST5201,Trade Finance,UAE,UAE,Dubai,Abu Dhabi,AED,AED,1.0,173.05,173.05,4.51,1.41,5.92,Yes,Salam,2025-07-29,06:01:48.732833,101.38,0,0,0,Online Portal,Mobile
TXN014428,CUST4407,Remittance,UAE,Saudi Arabia,Dubai,Jeddah,AED,SAR,226.98,359.35,81565.26,6.63,2.47,9.1,Yes,Ijara,2025-08-08,23:44:05.182828,32.6,0,0,1,Online Portal,Desktop
TXN014429,CUST2200,Online Transfer,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,247.86,18341.64,4.41,4.74,9.15,Yes,Ijara,2024-11-09,12:34:55.494571,119.39,0,0,1,Online Portal,Desktop
TXN014430,CUST7587,Trade Finance,Pakistan,Saudi Arabia,Islamabad,Riyadh,PKR,SAR,276.81,768.04,212601.15,17.23,13.41,30.64,Yes,Murabaha,2026-02-26,01:37:12.026878,53.58,0,0,3,Mobile App,Mobile
TXN014431,CUST2625,Online Transfer,Kuwait,Saudi Arabia,Kuwait City,Riyadh,KWD,SAR,219.04,3510.69,768981.54,92.98,39.89,132.87,Yes,Salam,2025-08-05,06:46:04.572498,95.75,0,0,17,Online Portal,ATM
TXN014432,CUST5747,Remittance,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,3495.47,262160.25,92.11,19.81,111.92,Yes,Murabaha,2025-05-10,08:32:49.663274,28.61,0,0,17,ATM,Desktop
TXN014433,CUST2124,Remittance,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,1909.63,143222.25,33.81,32.04,65.85,Yes,Ijara,2024-12-31,01:11:22.823944,41.56,0,0,9,Mobile App,Mobile
TXN014434,CUST3823,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,1906.88,141109.12,51.77,10.24,62.010000000000005,Yes,Ijara,2025-07-05,04:57:27.243061,74.09,0,0,9,Mobile App,Mobile
TXN014435,CUST9484,SWIFT,USA,Kuwait,Chicago,Kuwait City,USD,KWD,72.26,1307.29,94464.78,21.72,15.05,36.769999999999996,Yes,Ijara,2024-06-14,22:56:48.826868,22.42,0,0,6,ATM,Mobile
TXN014436,CUST1338,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,1075.08,79555.92,31.28,16.2,47.480000000000004,Yes,Murabaha,2024-05-14,12:17:14.306338,22.55,0,0,5,Online Portal,Mobile
TXN014437,CUST6761,SWIFT,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,4284.63,317062.62,90.98,66.7,157.68,Yes,Murabaha,2025-09-18,14:43:50.537102,99.4,0,0,21,Online Portal,Mobile
TXN014438,CUST3616,Remittance,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,1367.67,102575.25,20.47,10.13,30.6,Yes,None,2025-12-12,11:15:11.886929,45.32,0,0,6,Mobile App,Desktop
TXN014439,CUST9414,SWIFT,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,6559.01,485366.74,83.82,80.65,164.47,Yes,Salam,2025-01-03,17:19:42.995169,67.39,0,0,32,ATM,Desktop
TXN014440,CUST3542,SWIFT,Saudi Arabia,Qatar,Jeddah,Doha,SAR,QAR,62.21,3206.49,199475.74,69.48,39.93,109.41,Yes,None,2024-05-05,14:50:26.728613,9.38,0,0,16,ATM,Mobile
TXN014441,CUST2732,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,1072.86,79391.64,18.6,8.29,26.89,Yes,Murabaha,2025-10-15,13:11:34.807336,68.1,0,0,5,Mobile App,Desktop
TXN014442,CUST1143,Remittance,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,1369.03,102677.25,28.12,20.47,48.59,Yes,None,2026-02-19,01:31:49.629486,57.3,0,0,6,Mobile App,Mobile
TXN014443,CUST2503,SWIFT,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,2636.25,195082.5,61.09,47.66,108.75,Yes,None,2024-10-17,08:44:24.450221,16.33,0,0,13,Mobile App,Mobile
TXN014444,CUST6733,Online Transfer,USA,Saudi Arabia,New York,Jeddah,USD,SAR,231.1,1459.4,337267.34,37.0,19.6,56.6,Yes,None,2025-06-04,18:02:26.252766,21.27,0,0,7,Mobile App,ATM
TXN014445,CUST5326,SWIFT,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,1361.91,100781.34,31.92,15.62,47.54,Yes,Murabaha,2025-05-07,23:56:24.355655,29.04,0,0,6,ATM,Desktop
TXN014446,CUST6694,Online Transfer,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,3443.58,258268.5,102.84,36.26,139.1,Yes,Murabaha,2024-07-14,21:04:48.890914,8.68,0,0,17,Mobile App,Desktop
TXN014447,CUST9460,SWIFT,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,5528.1,409079.4,94.3,79.95,174.25,Yes,Ijara,2025-10-28,07:45:29.284609,46.45,0,0,27,Branch,ATM
TXN014448,CUST9696,Remittance,UAE,UAE,Abu Dhabi,Abu Dhabi,AED,AED,1.0,2261.6,2261.6,30.44,14.93,45.370000000000005,Yes,None,2024-07-06,00:38:20.997847,14.8,0,0,11,Branch,ATM
TXN014449,CUST3554,SWIFT,UK,Kuwait,London,Kuwait City,GBP,KWD,108.26,745.76,80735.98,12.93,8.79,21.72,Yes,Ijara,2024-08-14,23:59:25.837893,54.3,0,0,3,Online Portal,Desktop
TXN014450,CUST9858,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,1240.11,91768.14,31.98,20.55,52.53,Yes,Salam,2024-12-19,02:48:29.677065,118.78,0,0,6,Mobile App,Mobile
TXN014451,CUST5937,SWIFT,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,796.44,59733.0,12.68,9.64,22.32,Yes,Salam,2024-06-21,11:48:14.505105,93.58,0,0,3,Online Portal,Mobile
TXN014452,CUST8109,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,4886.9,361630.6,52.63,49.31,101.94,Yes,Salam,2025-11-15,15:08:25.201608,79.28,0,0,24,Branch,Desktop
TXN014453,CUST8842,Online Transfer,USA,UK,New York,London,USD,GBP,137.47,1705.8,234496.33,26.83,13.41,40.239999999999995,Yes,Salam,2024-07-24,23:41:15.772034,38.86,0,0,8,Branch,ATM
TXN014454,CUST5012,SWIFT,USA,Kuwait,New York,Kuwait City,USD,KWD,216.87,3832.18,831084.01,49.2,34.02,83.22,Yes,None,2024-04-30,11:21:19.593713,115.11,0,0,19,Online Portal,ATM
TXN014455,CUST5484,SWIFT,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,1595.53,118069.22,26.47,8.19,34.66,Yes,None,2025-06-24,12:02:51.580552,31.52,0,0,7,Branch,Mobile
TXN014456,CUST9288,Trade Finance,UK,UAE,London,Dubai,GBP,AED,108.28,1919.03,207792.35,37.23,37.31,74.53999999999999,Yes,Ijara,2024-04-23,14:06:06.983829,60.7,0,0,9,ATM,ATM
TXN014457,CUST1644,SWIFT,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,1306.43,96675.82,18.12,15.11,33.230000000000004,Yes,Salam,2024-05-01,02:10:04.522857,114.18,0,0,6,Mobile App,ATM
TXN014458,CUST8262,SWIFT,Kuwait,UK,Kuwait City,London,KWD,GBP,85.57,1544.38,132152.6,40.12,17.64,57.76,Yes,Ijara,2024-05-23,08:44:16.889866,61.89,0,0,7,Branch,Mobile
TXN014459,CUST7809,Online Transfer,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,2685.09,201381.75,79.16,38.66,117.82,Yes,None,2025-07-14,12:03:09.685165,9.98,0,0,13,Branch,Mobile
TXN014460,CUST5813,SWIFT,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,322.5,23865.0,6.84,2.24,9.08,Yes,Murabaha,2025-04-12,16:14:18.062948,91.52,0,0,1,Branch,ATM
TXN014461,CUST6245,Trade Finance,UK,Saudi Arabia,Manchester,Jeddah,GBP,SAR,153.79,580.55,89282.78,10.09,4.7,14.79,Yes,Murabaha,2024-07-01,17:52:51.086314,119.62,0,0,2,Mobile App,ATM
TXN014462,CUST9568,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,1472.24,108945.76,39.2,11.37,50.57,Yes,None,2025-07-09,16:26:08.718439,77.42,0,0,7,ATM,Mobile
TXN014463,CUST6053,SWIFT,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,2140.78,158417.72,46.68,37.87,84.55,Yes,Murabaha,2024-08-26,00:29:13.737248,40.87,0,0,10,Online Portal,Desktop
TXN014464,CUST2374,Remittance,USA,Pakistan,Chicago,Karachi,USD,PKR,280.0,941.98,263754.4,25.28,11.48,36.760000000000005,Yes,Ijara,2025-12-28,14:27:18.001796,48.09,0,0,4,Branch,Desktop
TXN014465,CUST9012,Online Transfer,UK,Pakistan,Manchester,Karachi,GBP,PKR,350.0,900.87,315304.5,11.12,10.12,21.24,Yes,Ijara,2025-10-29,11:50:35.644486,67.35,0,0,4,Branch,Desktop
TXN014466,CUST2836,SWIFT,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,2634.06,197554.5,62.99,35.75,98.74000000000001,Yes,Salam,2025-08-13,20:41:32.820338,48.51,0,0,13,ATM,ATM
TXN014467,CUST3613,Online Transfer,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,1308.75,98156.25,28.32,10.87,39.19,Yes,Ijara,2026-01-06,21:36:36.704083,54.23,0,0,6,ATM,Mobile
TXN014468,CUST9484,SWIFT,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,414.81,30695.94,9.13,5.06,14.190000000000001,Yes,None,2026-02-02,21:27:06.219081,96.73,0,0,2,ATM,Desktop
TXN014469,CUST4192,Remittance,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,2222.94,164497.56,47.02,20.58,67.6,Yes,Salam,2026-01-02,19:09:34.765136,85.03,0,0,11,Branch,Mobile
TXN014470,CUST7109,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,4675.27,345969.98,68.16,81.73,149.89,Yes,Murabaha,2025-05-05,11:25:48.501649,111.56,0,0,23,Branch,Mobile
TXN014471,CUST9015,SWIFT,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,2844.26,210475.24,85.11,32.85,117.96000000000001,Yes,None,2025-11-29,07:25:28.286217,99.15,0,0,14,Online Portal,Mobile
TXN014472,CUST9599,Remittance,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,1739.56,130467.0,38.08,33.67,71.75,Yes,None,2025-05-11,17:01:05.351005,65.73,0,0,8,Mobile App,ATM
TXN014473,CUST3824,SWIFT,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,1773.86,131265.64,27.21,10.61,37.82,Yes,Murabaha,2024-05-23,09:39:10.039136,44.78,0,0,8,Mobile App,Mobile
TXN014474,CUST9110,Trade Finance,UK,USA,Manchester,Chicago,GBP,USD,228.57,801.08,183102.86,20.24,6.59,26.83,Yes,Ijara,2024-12-23,21:39:45.520449,65.61,0,0,4,ATM,Mobile
TXN014475,CUST2336,SWIFT,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,665.93,49278.82,16.04,3.62,19.66,Yes,Salam,2025-11-09,14:15:56.736287,47.33,0,0,3,ATM,Mobile
TXN014476,CUST1817,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,1848.65,136800.1,33.95,10.26,44.21,Yes,Salam,2025-10-02,21:15:51.643140,27.77,0,0,9,Online Portal,Mobile
TXN014477,CUST9757,Remittance,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,6462.02,484651.5,183.59,117.11,300.7,Yes,Ijara,2024-07-19,05:53:58.780229,111.05,0,0,32,Mobile App,Desktop
TXN014478,CUST2325,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,480.13,35529.62,12.94,6.7,19.64,Yes,Ijara,2025-12-12,09:16:51.448910,32.8,0,0,2,Online Portal,Desktop
TXN014479,CUST6127,Remittance,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,3523.97,264297.75,88.04,60.96,149.0,Yes,None,2025-06-24,23:32:34.680001,75.53,0,0,17,Mobile App,ATM
TXN014480,CUST6230,Online Transfer,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,1035.56,77667.0,10.36,9.86,20.22,Yes,Ijara,2024-06-19,21:35:48.905702,111.25,0,0,5,Branch,Desktop
TXN014481,CUST3946,Online Transfer,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,372.5,27565.0,4.54,5.64,10.18,Yes,Salam,2025-11-13,03:38:53.853520,92.69,0,0,1,ATM,Mobile
TXN014482,CUST6541,SWIFT,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,1712.59,126731.66,35.44,23.72,59.16,Yes,None,2025-09-06,00:24:54.538027,84.92,0,0,8,Online Portal,Mobile
TXN014483,CUST6080,Remittance,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,2697.65,199626.1,38.62,47.43,86.05,Yes,Salam,2024-11-18,11:58:48.200295,67.84,0,0,13,ATM,Desktop
TXN014484,CUST9071,Trade Finance,Kuwait,Saudi Arabia,Kuwait City,Riyadh,KWD,SAR,218.99,1718.28,376286.14,34.23,10.13,44.36,Yes,None,2025-05-18,18:28:39.753569,10.06,0,0,8,ATM,ATM
TXN014485,CUST3375,Remittance,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,948.55,71141.25,13.48,9.27,22.75,Yes,Murabaha,2024-05-09,22:57:10.484822,114.96,0,0,4,Mobile App,Desktop
TXN014486,CUST3349,Trade Finance,UK,Pakistan,London,Islamabad,GBP,PKR,350.0,1356.06,474621.0,20.86,19.89,40.75,Yes,Ijara,2025-03-26,19:45:16.258090,97.66,0,0,6,Mobile App,Mobile
TXN014487,CUST2339,Online Transfer,Kuwait,UK,Kuwait City,London,KWD,GBP,79.36,749.39,59471.59,14.03,9.7,23.729999999999997,Yes,None,2025-09-11,00:22:03.845793,72.2,0,0,3,Branch,ATM
TXN014488,CUST2516,SWIFT,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,1049.35,77651.9,12.28,8.87,21.15,Yes,Murabaha,2026-01-06,07:55:17.805643,57.61,0,0,5,Online Portal,Mobile
TXN014489,CUST8521,Remittance,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,2552.56,188889.44,26.39,15.14,41.53,Yes,Ijara,2026-01-13,04:24:32.561486,7.51,0,0,12,ATM,Desktop
TXN014490,CUST9945,Trade Finance,UAE,Pakistan,Dubai,Karachi,AED,PKR,75.0,303.47,22760.25,4.93,2.36,7.289999999999999,Yes,None,2026-02-24,02:28:58.620996,18.3,0,0,1,Online Portal,ATM
TXN014491,CUST4210,Remittance,USA,UAE,New York,Dubai,USD,AED,210.16,3727.52,783375.6,94.46,22.93,117.38999999999999,Yes,Ijara,2024-07-14,23:45:29.028388,74.04,0,0,18,Branch,Desktop
TXN014492,CUST7120,Remittance,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,1258.79,94409.1,15.4,21.59,36.99,Yes,None,2024-04-12,10:10:16.790353,62.97,0,0,6,Online Portal,Desktop
TXN014493,CUST9729,Trade Finance,Qatar,USA,Doha,Chicago,QAR,USD,114.92,1232.82,141675.67,19.94,21.77,41.71,Yes,None,2025-06-08,03:18:30.311945,118.28,0,0,6,Mobile App,Mobile
TXN014494,CUST3545,Remittance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,646.97,47875.78,9.75,9.0,18.75,Yes,Ijara,2025-06-27,17:11:55.124639,73.08,0,0,3,Mobile App,Desktop
TXN014495,CUST4195,Online Transfer,UAE,Qatar,Dubai,Doha,AED,QAR,131.2,1896.89,248871.97,23.75,33.42,57.17,Yes,Ijara,2024-12-10,08:11:26.087356,38.62,0,0,9,Mobile App,Desktop
TXN014496,CUST9968,SWIFT,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,3180.44,238533.3,62.05,25.32,87.37,Yes,None,2025-04-24,05:46:50.741876,43.45,0,0,15,Online Portal,ATM
TXN014497,CUST9338,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,546.78,40461.72,10.24,3.3,13.54,Yes,None,2024-08-24,22:54:07.672954,22.79,0,0,2,Online Portal,Desktop
TXN014498,CUST5495,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,3190.1,236067.7,92.81,33.96,126.77000000000001,Yes,Ijara,2026-03-13,17:47:14.435163,114.12,0,0,15,Branch,ATM
TXN014499,CUST7782,SWIFT,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,2064.68,154851.3,20.76,18.83,39.59,Yes,Ijara,2024-04-12,18:03:57.475563,45.07,0,0,10,Branch,Desktop
TXN014500,CUST8881,Trade Finance,Qatar,USA,Doha,Chicago,QAR,USD,196.67,6543.16,1286843.28,182.53,101.02,283.55,Yes,Murabaha,2026-01-05,09:27:59.570830,80.51,0,0,32,Branch,Mobile
TXN014501,CUST1485,Online Transfer,UAE,Pakistan,Dubai,Karachi,AED,PKR,75.0,8651.86,648889.5,119.62,95.21,214.82999999999998,Yes,Murabaha,2025-05-05,18:38:23.149813,112.24,0,0,43,Branch,Desktop
TXN014502,CUST9889,SWIFT,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,2507.07,185523.18,66.25,13.43,79.68,Yes,Ijara,2025-02-15,15:58:02.690938,101.97,0,0,12,ATM,Mobile
TXN014503,CUST8924,Trade Finance,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,457.59,34319.25,6.1,4.67,10.77,Yes,None,2025-08-05,21:31:08.906499,20.72,0,0,2,ATM,ATM
TXN014504,CUST2955,SWIFT,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,989.98,73258.52,10.39,11.69,22.08,Yes,Murabaha,2024-06-08,14:49:57.817745,102.83,0,0,4,ATM,Mobile
TXN014505,CUST4189,Trade Finance,Kuwait,UAE,Kuwait City,Abu Dhabi,KWD,AED,114.59,1450.72,166237.55,17.16,16.92,34.08,Yes,Salam,2024-04-11,06:53:16.098585,47.89,0,0,7,Mobile App,Desktop
TXN014506,CUST4086,SWIFT,USA,USA,New York,New York,USD,USD,1.0,652.79,652.79,16.19,11.06,27.25,Yes,Murabaha,2026-03-15,04:52:50.624205,91.45,0,0,3,Branch,Desktop
TXN014507,CUST3148,Online Transfer,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,1698.22,127366.2,29.4,33.95,63.35,Yes,Ijara,2024-04-24,05:37:17.117787,101.14,0,0,8,Online Portal,Desktop
TXN014508,CUST7435,Remittance,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,271.28,20074.72,6.57,1.94,8.51,Yes,Ijara,2025-01-29,18:50:31.204865,84.5,0,0,1,Mobile App,ATM
TXN014509,CUST6606,Remittance,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,1595.09,119631.6,17.01,22.78,39.790000000000006,Yes,Salam,2024-04-04,06:33:18.957016,23.94,0,0,7,Branch,ATM
TXN014510,CUST9492,Remittance,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,634.22,46932.28,14.5,8.77,23.27,Yes,Ijara,2026-01-11,05:42:13.761254,89.54,0,0,3,Branch,Mobile
TXN014511,CUST6196,SWIFT,Saudi Arabia,Qatar,Jeddah,Doha,SAR,QAR,282.36,5600.8,1581441.89,114.75,97.47,212.22,Yes,None,2026-01-03,03:08:29.788260,29.14,0,0,28,Online Portal,ATM
TXN014512,CUST6477,SWIFT,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,1593.31,117904.94,30.26,20.56,50.82,Yes,Murabaha,2025-07-04,13:58:17.842233,30.75,0,0,7,Branch,Desktop
TXN014513,CUST3924,SWIFT,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,5100.48,382536.0,132.95,68.57,201.51999999999998,Yes,Ijara,2025-07-30,00:05:39.212222,8.01,0,0,25,ATM,Mobile
TXN014514,CUST7233,Online Transfer,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,656.77,49257.75,11.31,8.95,20.259999999999998,Yes,None,2025-12-06,04:48:51.429302,48.65,0,0,3,Branch,Mobile
